"TIMESTAMP","VALUE"
"2016-05-13 17:29:00.00",78944
"2016-05-13 17:29:00.01",78944
"2016-05-13 17:29:00.02",2810
"2016-05-13 17:29:00.03",679
"2016-05-13 17:29:00.04",316
"2016-05-13 17:29:00.05",187
"2016-05-13 17:29:00.06",273
"2016-05-13 17:29:00.07",333
"2016-05-13 17:29:00.08",157
"2016-05-13 17:29:00.09",299
"2016-05-13 17:29:00.10",281
"2016-05-13 17:29:00.11",265
"2016-05-13 17:29:00.12",387
"2016-05-13 17:29:00.13",409
"2016-05-13 17:29:00.14",328
"2016-05-13 17:29:00.15",333
"2016-05-13 17:29:00.16",80
"2016-05-13 17:29:00.17",321
"2016-05-13 17:29:00.18",286
"2016-05-13 17:29:00.19",443
"2016-05-13 17:29:00.20",362
"2016-05-13 17:29:00.21",376
"2016-05-13 17:29:00.22",217
"2016-05-13 17:29:00.23",179
"2016-05-13 17:29:00.24",461
"2016-05-13 17:29:00.25",184
"2016-05-13 17:29:00.26",379
"2016-05-13 17:29:00.27",251
"2016-05-13 17:29:00.28",388
"2016-05-13 17:29:00.29",409
"2016-05-13 17:29:00.30",307
"2016-05-13 17:29:00.31",351
"2016-05-13 17:29:00.32",443
"2016-05-13 17:29:00.33",452
"2016-05-13 17:29:00.34",511
"2016-05-13 17:29:00.35",422
"2016-05-13 17:29:00.36",409
"2016-05-13 17:29:00.37",593
"2016-05-13 17:29:00.38",521
"2016-05-13 17:29:00.39",461
"2016-05-13 17:29:00.40",243
"2016-05-13 17:29:00.41",495
"2016-05-13 17:29:00.42",385
"2016-05-13 17:29:00.43",563
"2016-05-13 17:29:00.44",538
"2016-05-13 17:29:00.45",503
"2016-05-13 17:29:00.46",592
"2016-05-13 17:29:00.47",453
"2016-05-13 17:29:00.48",508
"2016-05-13 17:29:00.49",371
"2016-05-13 17:29:00.50",584
"2016-05-13 17:29:00.51",431
"2016-05-13 17:29:00.52",516
"2016-05-13 17:29:00.53",495
"2016-05-13 17:29:00.54",516
"2016-05-13 17:29:00.55",414
"2016-05-13 17:29:00.56",533
"2016-05-13 17:29:00.57",329
"2016-05-13 17:29:00.58",657
"2016-05-13 17:29:00.59",499
"2016-05-13 17:29:00.60",576
"2016-05-13 17:29:00.61",560
"2016-05-13 17:29:00.62",640
"2016-05-13 17:29:00.63",431
"2016-05-13 17:29:00.64",631
"2016-05-13 17:29:00.65",691
"2016-05-13 17:29:00.66",982
"2016-05-13 17:29:00.67",661
"2016-05-13 17:29:00.68",499
"2016-05-13 17:29:00.69",588
"2016-05-13 17:29:00.70",375
"2016-05-13 17:29:00.71",375
"2016-05-13 17:29:00.72",375
"2016-05-13 17:29:00.73",375
"2016-05-13 17:29:00.74",375
"2016-05-13 17:29:00.75",375
"2016-05-13 17:29:00.76",375
"2016-05-13 17:29:00.77",375
"2016-05-13 17:29:00.78",375
"2016-05-13 17:29:00.79",375
"2016-05-13 17:29:00.80",375
"2016-05-13 17:29:00.81",375
"2016-05-13 17:29:00.82",375
"2016-05-13 17:29:00.83",375
"2016-05-13 17:29:00.84",375
"2016-05-13 17:29:00.85",375
"2016-05-13 17:29:00.86",375
"2016-05-13 17:29:00.87",375
"2016-05-13 17:29:00.88",375
"2016-05-13 17:29:00.89",375
"2016-05-13 17:29:00.90",375
"2016-05-13 17:29:00.91",375
"2016-05-13 17:29:00.92",375
"2016-05-13 17:29:00.93",375
"2016-05-13 17:29:00.94",375
"2016-05-13 17:29:00.95",375
"2016-05-13 17:29:00.96",375
"2016-05-13 17:29:00.97",375
"2016-05-13 17:29:00.98",375
"2016-05-13 17:29:00.99",375
"2016-05-13 17:29:01.00",375
"2016-05-13 17:29:01.01",375
"2016-05-13 17:29:01.02",375
"2016-05-13 17:29:01.03",375
"2016-05-13 17:29:01.04",375
"2016-05-13 17:29:01.05",375
"2016-05-13 17:29:01.06",375
"2016-05-13 17:29:01.07",375
"2016-05-13 17:29:01.08",375
"2016-05-13 17:29:01.09",375
"2016-05-13 17:29:01.10",375
"2016-05-13 17:29:01.11",375
"2016-05-13 17:29:01.12",375
"2016-05-13 17:29:01.13",375
"2016-05-13 17:29:01.14",375
"2016-05-13 17:29:01.15",375
"2016-05-13 17:29:01.16",375
"2016-05-13 17:29:01.17",375
"2016-05-13 17:29:01.18",375
"2016-05-13 17:29:01.19",375
"2016-05-13 17:29:01.20",375
"2016-05-13 17:29:01.21",375
"2016-05-13 17:29:01.22",375
"2016-05-13 17:29:01.23",375
"2016-05-13 17:29:01.24",375
"2016-05-13 17:29:01.25",375
"2016-05-13 17:29:01.26",375
"2016-05-13 17:29:01.27",375
